DATE,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
01/01/2008,-12,-11,-8,-7,-5,-3,-5,-6,-5,-5,-7,-7,-6,-7,-6,-8,-8,-7,-6,-4,-5,-3,-3,-3.0
02/01/2008,-1,0,-1,1,4,3,3,4,4,7,5,4,4,3,3,2,0,4,5,6,6,5,1,-7.0
03/01/2008,-7,-7,-5,-5,-4,-3,-2,-2,1,2,2,1,1,-1,1,0,1,4,4,4,4,4,3,3.0
04/01/2008,4,6,9,8,6,6,4,4,4,4,5,7,8,6,7,13,13,14,13,13,16,16,21,37.0
05/01/2008,31,21,20,10,11,11,15,16,2,-17,-8,-1,-6,-14,-15,-20,-17,-12,-6,-13,-16,-25,-25,-14.0
06/01/2008,-5,-6,-9,-15,-18,-16,-18,-22,-23,-29,-26,-20,-16,-16,-16,-20,-22,-21,-19,-19,-18,-21,-23,-25.0
07/01/2008,-21,-22,-26,-30,-24,-26,-28,-27,-24,-22,-23,-22,-20,-25,-22,-20,-19,-17,-16,-17,-18,-19,-20,-17.0
08/01/2008,-15,-15,-16,-15,-16,-14,-15,-13,-17,-22,-25,-20,-17,-18,-24,-25,-26,-25,-25,-26,-26,-20,-21,-22.0
09/01/2008,-23,-22,-24,-23,-21,-20,-20,-23,-21,-21,-22,-21,-21,-21,-20,-18,-15,-17,-19,-20,-18,-18,-18,-16.0
10/01/2008,-17,-14,-13,-11,-12,-10,-11,-10,-11,-13,-15,-16,-17,-17,-14,-10,-9,-9,-10,-10,-7,-8,-12,-15.0
11/01/2008,-17,-14,-11,-11,-10,-10,-9,-11,-13,-14,-16,-14,-11,-11,-9,-12,-12,-14,-17,-17,-17,-13,-12,-10.0
12/01/2008,-8,-8,-6,-4,0,1,3,7,4,4,4,5,11,10,3,-6,-17,-27,-27,-21,-19,-20,-21,-24.0
13/01/2008,-27,-25,-20,-17,-17,-18,-21,-21,-19,-18,-16,-12,-15,-24,-30,-19,-20,-29,-34,-34,-27,-19,-23,-26.0
14/01/2008,-23,-19,-20,-20,-16,-12,-15,-23,-19,-15,-21,-25,-21,-14,-8,-9,-8,-13,-17,-17,-17,-16,-21,-20.0
15/01/2008,-17,-15,-15,-13,-12,-10,-11,-12,-15,-16,-18,-20,-19,-19,-19,-17,-13,-11,-12,-14,-13,-13,-16,-19.0
16/01/2008,-19,-15,-15,-12,-12,-17,-19,-17,-13,-12,-17,-13,-14,-14,-13,-13,-11,-12,-12,-12,-16,-20,-19,-15.0
17/01/2008,-11,-11,-11,-10,-6,-7,-8,-11,-12,-11,-11,-11,-14,-17,-12,-9,-8,-8,-8,-8,-13,-12,-10,-7.0
18/01/2008,-1,-3,-8,-14,-13,-9,-8,-12,-14,-14,-15,-12,-13,-12,-16,-22,-29,-26,-25,-26,-23,-18,-16,-17.0
19/01/2008,-15,-11,-8,-8,-11,-14,-16,-16,-15,-13,-15,-15,-18,-17,-14,-16,-21,-21,-21,-19,-19,-17,-16,-14.0
20/01/2008,-11,-9,-6,-9,-12,-17,-16,-15,-12,-7,-8,-12,-11,-10,-8,-8,-8,-8,-10,-15,-17,-19,-17,-17.0
21/01/2008,-14,-10,-9,-8,-10,-11,-11,-11,-11,-13,-13,-11,-10,-8,-5,-7,-15,-20,-19,-12,-10,-15,-18,-19.0
22/01/2008,-16,-13,-12,-12,-13,-12,-12,-12,-11,-10,-10,-8,-7,-6,-6,-8,-10,-14,-12,-12,-12,-12,-12,-9.0
23/01/2008,-7,-6,-5,-4,-5,-3,-5,-4,-5,-5,-5,-3,-1,-1,1,-1,-1,-2,-2,-4,-7,-3,-3,-1.0
24/01/2008,3,4,2,-2,-7,-5,-7,-8,-9,-12,-11,-12,-9,-6,-4,-3,-8,-12,-8,-7,-6,-4,2,1.0
25/01/2008,-5,-3,-4,-6,-8,-6,-7,-11,-10,-12,-16,-15,-14,-10,-8,-6,-1,-2,-7,-6,-15,-17,-16,-18.0
26/01/2008,-17,-13,-11,-9,-10,-8,-10,-9,-12,-17,-19,-21,-19,-12,-9,-5,-5,-8,-9,-7,-9,-9,-10,-10.0
27/01/2008,-9,-10,-9,-7,-6,-5,-4,-6,-9,-13,-12,-10,-9,-7,-6,-7,-4,-3,-3,-6,-6,-10,-13,-15.0
28/01/2008,-15,-14,-13,-11,-11,-8,-9,-8,-9,-10,-13,-14,-11,-6,-4,-2,-2,-5,-7,-6,-5,-6,-5,-2.0
29/01/2008,0,2,-1,0,2,3,0,-8,-13,-13,-11,-13,-9,-6,-9,-11,-13,-13,-13,-11,-9,-7,-8,-9.0
30/01/2008,-10,-10,-9,-6,-3,0,0,0,1,0,-1,-4,-5,-3,-4,-4,-5,-7,-6,-7,-9,-8,-8,-7.0
31/01/2008,-7,-8,-9,-9,-6,-3,0,2,2,0,2,5,11,15,22,27,17,7,1,-1,-5,-9,-18,-26.0
01/02/2008,-30,-27,-28,-26,-21,-20,-16,-11,-6,-6,-12,-10,-6,-5,-1,-1,-4,-16,-35,-36,-31,-28,-40,-49.0
02/02/2008,-46,-41,-41,-45,-43,-45,-39,-36,-36,-31,-27,-25,-23,-27,-30,-28,-29,-27,-27,-30,-27,-30,-36,-34.0
03/02/2008,-32,-32,-37,-35,-30,-31,-29,-35,-34,-37,-31,-23,-17,-16,-19,-25,-22,-22,-29,-31,-31,-31,-30,-33.0
04/02/2008,-31,-32,-33,-36,-34,-32,-30,-29,-25,-27,-33,-28,-23,-20,-18,-18,-19,-22,-23,-23,-21,-18,-25,-27.0
05/02/2008,-26,-25,-26,-26,-24,-20,-20,-20,-19,-19,-17,-15,-12,-13,-15,-15,-18,-21,-25,-28,-27,-24,-22,-20.0
06/02/2008,-20,-19,-19,-17,-16,-14,-12,-12,-9,-8,-8,-7,-4,-4,-5,-9,-11,-12,-16,-18,-26,-31,-32,-34.0
07/02/2008,-33,-31,-31,-32,-28,-23,-19,-17,-15,-14,-14,-11,-9,-7,-4,-4,-5,-11,-14,-15,-15,-14,-13,-14.0
08/02/2008,-16,-18,-18,-18,-19,-18,-17,-16,-17,-10,-6,-1,1,-1,-6,-7,-7,-10,-13,-17,-21,-21,-20,-17.0
09/02/2008,-17,-14,-12,-12,-10,-7,-6,-6,-6,-5,-5,-5,-5,-6,-7,-9,-5,-3,-1,0,-3,-1,0,1.0
10/02/2008,4,4,5,7,7,3,-5,-14,-7,-4,-8,-23,-25,-16,-10,-17,-24,-29,-32,-32,-31,-31,-33,-36.0
11/02/2008,-32,-30,-31,-31,-32,-26,-26,-25,-23,-24,-26,-25,-23,-22,-22,-20,-20,-21,-23,-23,-20,-20,-22,-23.0
12/02/2008,-25,-26,-24,-25,-25,-21,-20,-12,-11,-13,-12,-17,-26,-26,-22,-20,-20,-20,-22,-23,-24,-20,-17,-16.0
13/02/2008,-17,-18,-20,-19,-17,-13,-12,-16,-16,-12,-13,-13,-11,-12,-18,-16,-16,-18,-27,-32,-28,-21,-17,-18.0
14/02/2008,-23,-25,-25,-23,-21,-20,-18,-14,-10,-7,-7,-8,-7,-8,-7,-7,-7,-10,-15,-21,-26,-23,-20,-21.0
15/02/2008,-24,-28,-31,-26,-23,-19,-19,-19,-18,-19,-19,-20,-22,-18,-19,-18,-19,-18,-18,-16,-16,-12,-11,-12.0
16/02/2008,-13,-15,-21,-21,-21,-18,-15,-14,-12,-10,-9,-8,-9,-9,-9,-9,-10,-11,-18,-18,-17,-13,-12,-14.0
17/02/2008,-16,-18,-18,-19,-19,-15,-12,-12,-11,-13,-13,-14,-14,-13,-11,-10,-10,-13,-16,-18,-16,-14,-13,-12.0
18/02/2008,-13,-11,-11,-14,-11,-7,-6,-7,-10,-15,-15,-13,-13,-15,-13,-16,-14,-14,-15,-19,-25,-28,-31,-27.0
19/02/2008,-24,-20,-19,-19,-20,-24,-25,-28,-22,-20,-16,-13,-15,-20,-25,-25,-23,-22,-26,-33,-31,-22,-17,-17.0
20/02/2008,-17,-15,-15,-17,-20,-19,-19,-17,-17,-15,-15,-14,-14,-13,-12,-9,-7,-10,-12,-14,-15,-12,-13,-19.0
21/02/2008,-19,-19,-17,-14,-10,-5,-5,-6,-10,-10,-10,-13,-13,-16,-20,-17,-15,-16,-17,-19,-19,-15,-14,-14.0
22/02/2008,-13,-10,-8,-7,-10,-11,-12,-10,-9,-6,-8,-9,-9,-10,-8,-8,-7,-5,-5,-6,-8,-8,-11,-16.0
23/02/2008,-14,-15,-13,-14,-13,-12,-8,-5,-3,-4,-5,-6,-9,-8,-8,-6,-6,-9,-10,-6,-6,-7,-6,-8.0
24/02/2008,-6,-9,-13,-10,-8,-5,-4,-7,-10,-11,-7,-6,-5,-6,-2,-1,-1,-5,-5,-1,-3,-2,-3,-3.0
25/02/2008,-3,-3,-2,-4,-3,-5,-8,-10,-12,-11,-11,-7,-8,-9,-11,-11,-12,-11,-10,-8,-5,-2,-1,-3.0
26/02/2008,-3,-2,-2,-4,-6,-6,-5,-2,0,-2,-5,-6,-6,-9,-13,-13,-15,-13,-11,-10,-13,-14,-12,-13.0
27/02/2008,-11,-11,-12,-14,-14,-11,-9,-7,-6,-1,-1,-3,-6,-8,-10,-4,3,-1,-19,-25,-25,-21,-13,-11.0
28/02/2008,-11,-14,-21,-20,-23,-29,-32,-26,-16,-12,-7,-18,-13,-10,-9,-15,-27,-33,-34,-41,-36,-45,-52,-46.0
29/02/2008,-38,-32,-31,-28,-26,-31,-32,-32,-28,-17,-16,-20,-27,-27,-24,-25,-35,-38,-41,-38,-35,-40,-42,-45.0
01/03/2008,-47,-47,-41,-39,-45,-39,-39,-39,-40,-34,-33,-31,-29,-26,-27,-29,-29,-30,-34,-39,-38,-38,-36,-35.0
02/03/2008,-32,-30,-32,-31,-30,-28,-30,-30,-26,-23,-18,-18,-20,-22,-22,-24,-26,-29,-30,-30,-27,-25,-25,-31.0
03/03/2008,-34,-30,-28,-28,-29,-27,-26,-24,-23,-21,-18,-18,-19,-22,-23,-26,-25,-25,-28,-26,-25,-23,-24,-25.0
04/03/2008,-24,-23,-23,-23,-23,-25,-26,-27,-23,-20,-19,-17,-18,-20,-20,-19,-18,-19,-18,-17,-16,-14,-14,-16.0
05/03/2008,-18,-20,-19,-17,-15,-13,-12,-13,-16,-23,-29,-27,-26,-27,-26,-26,-26,-25,-26,-27,-27,-27,-27,-26.0
06/03/2008,-22,-21,-23,-23,-20,-18,-16,-15,-15,-15,-13,-12,-10,-9,-9,-11,-12,-12,-15,-16,-19,-18,-18,-20.0
07/03/2008,-19,-20,-20,-20,-20,-19,-19,-19,-17,-15,-13,-12,-13,-14,-13,-13,-15,-17,-17,-17,-15,-12,-10,-10.0
08/03/2008,-10,-11,-10,-9,-7,-4,-1,6,13,15,18,21,10,-5,-14,-6,-6,-16,-38,-41,-38,-34,-33,-33.0
09/03/2008,-34,-26,-28,-36,-57,-86,-83,-70,-60,-52,-46,-44,-44,-47,-48,-43,-42,-40,-39,-41,-39,-37,-42,-41.0
10/03/2008,-39,-37,-35,-37,-36,-36,-35,-34,-30,-26,-25,-26,-24,-22,-21,-17,-16,-21,-23,-26,-28,-28,-27,-32.0
11/03/2008,-26,-20,-19,-17,-17,-20,-28,-32,-29,-23,-20,-20,-20,-30,-30,-27,-29,-24,-25,-26,-24,-26,-30,-30.0
12/03/2008,-26,-19,-18,-21,-24,-22,-20,-20,-17,-16,-15,-15,-16,-20,-24,-24,-22,-20,-22,-23,-25,-23,-22,-22.0
13/03/2008,-20,-20,-21,-24,-23,-21,-21,-19,-16,-14,-12,-12,-23,-23,-22,-25,-23,-24,-24,-26,-30,-28,-27,-25.0
14/03/2008,-22,-18,-18,-17,-19,-25,-25,-17,-13,-10,-10,-12,-16,-16,-15,-18,-20,-21,-23,-30,-34,-36,-34,-32.0
15/03/2008,-28,-26,-23,-25,-25,-22,-20,-20,-21,-23,-25,-24,-27,-30,-31,-28,-25,-26,-22,-27,-27,-27,-25,-23.0
16/03/2008,-22,-17,-13,-15,-18,-20,-19,-15,-10,-6,-5,-9,-13,-15,-14,-13,-11,-12,-11,-11,-13,-18,-23,-27.0
17/03/2008,-26,-23,-17,-14,-15,-15,-15,-17,-14,-11,-13,-15,-13,-8,-6,-6,-12,-13,-13,-11,-9,-6,-8,-9.0
18/03/2008,-5,-3,-5,-4,-3,-11,-16,-15,-12,-7,-6,-5,-11,-16,-16,-17,-14,-13,-12,-12,-12,-9,-9,-9.0
19/03/2008,-7,-4,-2,-2,-4,-7,-6,-4,-4,-2,0,0,-2,-7,-13,-15,-17,-18,-22,-25,-29,-25,-23,-24.0
20/03/2008,-19,-11,-7,-9,-8,-5,-4,-3,-2,-4,-3,-9,-18,-22,-22,-19,-16,-16,-17,-17,-14,-12,-13,-14.0
21/03/2008,-12,-11,-12,-11,-11,-11,-11,-12,-10,-10,-6,-5,-5,-6,-7,-6,-6,-9,-10,-11,-15,-16,-16,-13.0
22/03/2008,-9,-5,-3,-1,-2,-6,-7,-8,-8,-7,-7,-6,-4,-3,-2,-1,-3,-2,-2,-3,-5,-12,-18,-19.0
23/03/2008,-16,-13,-16,-21,-18,-14,-16,-14,-10,-11,-8,-4,-4,-5,-4,-6,-5,-5,-4,-10,-12,-12,-11,-12.0
24/03/2008,-10,-5,-1,-2,-4,-4,-2,-2,-3,-7,-8,-6,-6,-6,-6,-5,-6,-1,-1,-2,-2,-5,-6,-6.0
25/03/2008,-4,-2,-3,-1,-1,-1,0,-1,0,0,-2,-4,-3,-3,1,5,4,6,7,5,6,6,5,0.0
26/03/2008,-2,-1,0,8,7,8,4,4,5,13,11,-3,-20,-31,-27,-26,-29,-35,-46,-48,-44,-45,-44,-36.0
27/03/2008,-27,-22,-28,-33,-38,-36,-44,-39,-37,-37,-37,-34,-26,-24,-31,-36,-37,-41,-44,-47,-49,-56,-52,-49.0
28/03/2008,-49,-49,-43,-45,-35,-34,-37,-42,-43,-38,-42,-37,-35,-39,-38,-40,-45,-45,-42,-40,-41,-39,-36,-32.0
29/03/2008,-27,-24,-23,-24,-26,-25,-25,-24,-26,-28,-33,-34,-33,-35,-33,-31,-30,-29,-27,-26,-25,-28,-31,-32.0
30/03/2008,-28,-27,-28,-28,-28,-30,-32,-30,-32,-30,-29,-25,-27,-28,-28,-25,-22,-18,-19,-19,-19,-19,-20,-21.0
31/03/2008,-18,-18,-18,-17,-17,-17,-17,-17,-18,-22,-25,-25,-24,-20,-22,-22,-24,-23,-19,-16,-15,-17,-18,-2.0
01/04/2008,-21,-19,-18,-20,-20,-24,-22,-21,-21,-22,-19,-18,-18,-18,-20,-21,-22,-20,-15,-14,-13,-14,-14,-13.0
02/04/2008,-10,-9,-10,-12,-12,-13,-13,-14,-13,-12,-13,-11,-12,-13,-13,-13,-13,-13,-13,-12,-11,-8,-9,-7.0
03/04/2008,-6,-2,-1,1,0,1,3,2,3,5,2,2,1,0,3,4,2,1,-2,-4,-4,-5,-6,-6.0
04/04/2008,-4,-1,1,2,2,0,-2,-4,-5,-3,2,2,2,4,3,11,11,8,-2,-20,-33,-26,-25,-20.0
05/04/2008,-14,-13,-13,-16,-16,-14,-14,-16,-18,-19,-21,-21,-20,-17,-15,-14,-21,-27,-26,-21,-19,-19,-23,-26.0
06/04/2008,-18,-12,-6,-7,-23,-30,-33,-31,-29,-27,-25,-28,-23,-25,-25,-21,-17,-17,-17,-19,-19,-19,-18,-16.0
07/04/2008,-16,-19,-21,-21,-22,-21,-18,-17,-19,-16,-16,-14,-13,-14,-11,-10,-11,-12,-13,-11,-11,-15,-23,-18.0
08/04/2008,-13,-11,-10,-11,-9,-7,-9,-11,-12,-17,-19,-18,-19,-16,-12,-11,-9,-9,-13,-14,-17,-18,-20,-18.0
09/04/2008,-18,-18,-21,-23,-22,-19,-18,-17,-15,-16,-18,-16,-19,-17,-15,-12,-11,-10,-9,-12,-11,-9,-8,-13.0
10/04/2008,-11,-9,-11,-14,-12,-12,-14,-15,-16,-16,-14,-14,-15,-12,-12,-13,-12,-8,-8,-9,-11,-14,-14,-15.0
11/04/2008,-15,-15,-15,-14,-16,-14,-12,-11,-10,-9,-13,-19,-21,-19,-16,-14,-13,-11,-10,-7,-6,-7,-7,-6.0
12/04/2008,-8,-11,-9,-8,-11,-10,-8,-15,-16,-20,-23,-22,-15,-14,-13,-13,-11,-11,-11,-10,-11,-10,-9,-7.0
13/04/2008,-7,-6,-5,-3,-1,0,1,-3,-8,-12,-7,-6,-5,-5,-12,-15,-13,-11,-13,-12,-11,-13,-13,-11.0
14/04/2008,-11,-12,-11,-13,-13,-11,-10,-11,-12,-12,-12,-13,-13,-13,-13,-11,-9,-8,-6,-7,-7,-9,-9,-9.0
15/04/2008,-10,-10,-9,-7,-6,-5,-4,-1,0,0,2,3,0,-1,-7,-5,-7,-3,-3,-1,-1,-6,-12,-20.0
16/04/2008,-25,-23,-20,-22,-22,-25,-26,-24,-20,-17,-14,-5,-6,-5,-4,-5,-8,-10,-25,-29,-31,-33,-26,-26.0
